file,energy_0,homogenity_0,entropy_0,contras_0,correlation_0,energy_45,homogenity_45,entropy_45,contras_45,correlation_45,energy_90,homogenity_90,entropy_90,contras_90,correlation_90,energy_135,homogenity_135,entropy_135,contras_135,correlation_135
Data Latih\Keluak (153).jpg,0.06646553118686728,384.8144685039355,8.715371512557494,383.8144685039385,0.9650823582706907,0.05260260194943383,582.2600285200534,8.889889014913898,581.2600285200592,0.9465962488767904,0.05662960544631221,543.2366510826698,8.858737182671394,542.236651082672,0.9507665597300745,0.05197929485622995,626.5248310496571,8.918551415792171,625.5248310496637,0.9425034217276327
Data Latih\Keluak (154).jpg,0.044480739046464504,428.52817421259334,8.96414573840386,427.52817421259687,0.9640997676393012,0.03545051885140218,703.9739599479182,9.157499089676435,702.9739599479237,0.9405376361453771,0.039012181661656514,622.5292814960565,9.089089580383963,621.529281496062,0.9479229775701619,0.03585866102795654,629.3395746791509,9.13664166045518,628.3395746791556,0.9468278645832959
Data Latih\Keluak (155).jpg,0.09084612822485187,423.6637549212582,8.662913051051719,422.663754921262,0.959790169983927,0.076145547045506,547.8247876495677,8.790928587323533,546.8247876495769,0.9477395243689236,0.08936036548772476,500.5461368110188,8.701291567674899,499.546136811022,0.952775396680127,0.07671070187407056,545.9568479136957,8.79403661786995,544.9568479136983,0.9479022990391242
Data Latih\Keluak (156).jpg,0.06491735395537321,392.64671505905613,8.765525476025502,391.64671505905875,0.9614137367297607,0.05450990627904752,531.1928823857653,8.901524077587052,530.1928823857694,0.9475402082164696,0.06336931863276841,487.9345472440894,8.81192086685049,486.9345472440942,0.9523528077269318,0.05316382819479029,528.0915741831407,8.905880714731499,527.0915741831457,0.9478233142470424
Data Latih\Keluak (157).jpg,0.09884708831915617,411.4576771653527,8.817653544726207,410.4576771653555,0.9728316857087508,0.08347602286228005,631.4935209870448,8.968308421902837,630.4935209870481,0.9580544449859341,0.09370737491377633,565.0813238188941,8.901493217348817,564.0813238188972,0.9629265548085312,0.08350357676434393,657.2202244404452,8.986433436857272,656.2202244404529,0.9563353877752431
Data Latih\Keluak (158).jpg,0.06998570515881701,399.88804133858287,8.822526845246955,398.88804133858497,0.970624765863921,0.05902005107864071,617.6638353276641,8.980742457422558,616.66383532767,0.9543176203686966,0.0621969017368073,561.4621678149589,8.947910539433366,560.4621678149599,0.9588660720640113,0.0547796216168059,652.7620435240846,9.021037220716511,651.762043524088,0.9516889003538662
Data Latih\Keluak (159).jpg,0.07046589013769493,403.8235113188965,8.696694009535527,402.8235113188991,0.9518059528756196,0.05802579650237554,503.0729121458249,8.81266546669195,502.07291214582517,0.9396301684208245,0.06341150475220182,484.51365649606123,8.78164728219162,483.5136564960632,0.9426122931144709,0.05712604896542731,570.6407712815369,8.862662618743833,569.6407712815446,0.931493036032052
Data Latih\Keluak (16).jpg,0.05671297866005191,357.2407726377935,8.819052643390274,356.24077263779543,0.9617756732271397,0.04310851054520391,704.606919213836,9.03661606238909,703.606919213842,0.9237860279741941,0.04566884329050421,722.9280265747892,9.009335188779136,721.9280265747936,0.922571069940006,0.04248295085899038,759.8420856841707,9.068723823516383,758.8420856841755,0.9177633396893154
Data Latih\Keluak (160).jpg,0.08209475055352669,419.1590797244073,8.708211444931788,418.15907972440965,0.9601773280517507,0.06898836712851811,521.2057164114295,8.830544359297491,520.205716411434,0.9503029514711643,0.07339645746120005,475.2731299212571,8.787891489438206,474.2731299212589,0.95513540100262,0.06545576120413318,552.2945005889974,8.864641306829766,551.2945005890032,0.9473190944577989
Data Latih\Keluak (161).jpg,0.05610750113066321,313.1856545275548,8.782788151103224,312.1856545275578,0.9690098029607858,0.046072436679000614,512.5658131316221,8.961029795218339,511.5658131316279,0.9489769867500428,0.050865881455459845,427.03334153542846,8.896343865594911,426.0333415354342,0.9579560146789496,0.04739767058994019,444.3271746543472,8.932403508141023,443.3271746543493,0.9557437684445677
Data Latih\Keluak (162).jpg,0.06206620347782079,421.9023745078754,8.793220999032405,420.9023745078788,0.9646250187382649,0.05236611043579759,570.3397606795213,8.934342155206712,569.339760679524,0.9519196614524867,0.061317059279284616,544.2838951771606,8.853657098201266,543.2838951771628,0.9546369480951834,0.0519918321126027,597.9754479508949,8.939166536044938,596.9754479509003,0.949572358651701
Data Latih\Keluak (163).jpg,0.04926881252661571,434.4464197834616,8.840009324435233,433.44641978346493,0.9573160505172899,0.040937206928541615,608.6105152210268,8.994747463461165,607.6105152210323,0.9399397842671677,0.0492486447006448,575.8123154527497,8.905216122498766,574.8123154527523,0.9437419266429061,0.04157550760373728,613.9327918655839,8.99429370556842,612.932791865587,0.9393896432159875
Data Latih\Keluak (164).jpg,0.05234071924418321,301.89530019685026,8.718135414363894,300.8953001968535,0.9659518264449181,0.04299864089797727,480.9504619009215,8.9012854853487,479.95046190092444,0.9454216671089357,0.046962397696369396,461.63551919290757,8.85779903004933,460.63551919291046,0.9481690576927237,0.04101175007436299,528.8488436976817,8.944124772039194,527.8488436976887,0.9399347442223536
Data Latih\Keluak (165).jpg,0.12351955026379681,283.5967027559041,8.370278435874605,282.5967027559062,0.9746728819862638,0.1023800697872252,412.6055552111088,8.51843924112619,411.6055552111096,0.9629187053617134,0.10749563638009399,371.3665723425181,8.479320067446986,370.366572342523,0.9668727127468246,0.09644272087939557,417.96955793911326,8.566109747566378,416.96955793911485,0.9624071936560112
